"Data Source","World Development Indicators",

"Last Updated Date","2020-12-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Georgia","GEO","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.8","6","4.9","4.1","4.2","4.1","4","3.6","3.7","4.3","4.6","4.3","4.6","5.2","5.9","6.2","7.1","8.2","","",
"Ghana","GHA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","13.6","12.8","12.3","11.4","10.7","9.5","8.3","6.8","6.7","6.8","7.3","7.2","7.5","7.7","7.5","7","6.5","","",
"Gibraltar","GIB","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gambia, The","GMB","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18","19.8","20.7","20.9","21.9","20.9","18.9","15.9","14.4","13.2","12.8","13.2","12.6","12.2","11.6","12","12","11.9","","",
"Guinea-Bissau","GNB","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Equatorial Guinea","GNQ","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greece","GRC","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Grenada","GRD","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.4","20","19","19.3","19","17.9","18.4","18","18.3","17.1","17.7","18","18.5","17.7","16.9","16.2","16.1","16.1","","",
"Guam","GUM","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.7","6.6","6.9","7","7.2","7.2","7.6","7.7","7.8","7.4","6.7","6","6.3","6.5","6.9","6.1","6","5.7","","",
"High income","HIC","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.7427001051731","2.73479547358999","2.74467308038668","2.74903600865401","2.7391564299357","2.73553747818251","2.74087072915454","2.75059316370155","2.7720212916266","2.76507201629552","2.71361479112095","2.6969689383187","2.66863791828904","2.66424807519097","2.66529283700286","2.67237042964582","2.67245411893562","2.67135256400366","","",
"Hong Kong SAR, China","HKG","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Honduras","HND","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22","21.3","21.8","22.3","22.4","21.9","21.2","20.9","21.1","21.2","21.1","20.8","19.3","17.3","14.9","14.1","13.8","13.8","","",
"Heavily indebted poor countries (HIPC)","HPC","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.4864612761373","31.5193003310926","30.7098174219987","29.6758462910623","28.4486357826848","27.200872870991","26.2444447591318","25.3468893132804","24.5713387602549","23.9105970752149","23.3681733387299","23.0064369902212","22.1633877420278","21.5517829000602","20.9208652964449","20.9465320170157","21.0212164581133","21.1472680341172","","",
"Croatia","HRV","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.9","4.7","3.7","3.1","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Haiti","HTI","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.2","54.7","55.1","55.7","55","54.2","52.7","51.4","49","48.2","48.1","49.4","48.9","48.3","47.8","47.8","48.3","48.2","","",
"Hungary","HUN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"IBRD only","IBD","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.8947833814013","13.0064930518767","13.1019844033423","12.7893437653031","12.3268206034991","11.4349821347839","10.371181654324","9.6890181704686","9.14572113509751","8.59027106872685","8.25297867337088","8.15053047225119","7.98690039103983","7.82492991603862","7.6944917855417","7.64576555188675","7.62104560734852","7.5985347564249","","",
"IDA & IBRD total","IBT","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.0057042698143","15.0214618171393","14.9886687878304","14.5247741469432","13.9387210640496","13.0215083276704","12.0491754949459","11.4101497973751","10.9105840420184","10.4131808776172","10.1164490147766","10.0157504480581","9.81399044953459","9.64256888390416","9.50273843098062","9.4748473110226","9.46386387485263","9.49373346766072","","",
"IDA total","IDA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.4147191355221","23.8908050143179","23.1906360040474","21.976862644981","20.7770233880786","19.671957728234","18.9993790055512","18.4547566856301","18.0490316471064","17.6957804634242","17.4696826208104","17.2874028192607","16.8509237827297","16.557724758078","16.2974677706309","16.2631188482939","16.2183820738851","16.3511024820365","","",
"IDA blend","IDB","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.8334042085867","18.2379465522727","17.8043571034844","16.3597501415221","14.9224160483067","13.8449565827069","13.4836894096279","13.5343433725937","13.5745730799873","13.56797356406","13.6384759868384","13.5887569011348","13.0716581775446","12.6269666546115","12.3317883221502","12.486602222362","12.4473030473293","12.7533750523752","","",
"Indonesia","IDN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.3","19.2","19","19.1","19.3","19.1","18.5","17.4","15.5","12.9","10.5","9.3","8.9","9.3","9.3","9.2","8.9","9","","",
"IDA only","IDX","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.5952512941197","27.4841979583699","26.6172720213916","25.5549266507989","24.5139854288612","23.4020424541326","22.5430766270735","21.6289176217434","20.9471545342449","20.3812218482393","19.9719290872527","19.7097072192838","19.3322679038192","19.1448797096097","18.9139439325727","18.7607045363998","18.7180031154181","18.7409911957597","","",
"Isle of Man","IMN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.6","20.2","21.7","22.2","21.7","19.8","17.6","16.7","16.4","16.3","16.3","16.3","15.9","15.3","14.7","14.4","14.2","14","","",
"Not classified","INX","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Iran, Islamic Rep.","IRN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.8","5.1","5","5","5.2","5.5","5.8","5.5","5.1","4.9","4.8","4.8","4.8","4.8","4.9","4.9","4.8","4.7","","",
"Iraq","IRQ","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.6","22.8","23.2","23.9","23.9","25.2","25.7","25","23.3","21.9","21.5","21.8","22.1","22.7","23.6","24","24","23.7","","",
"Iceland","ISL","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Israel","ISR","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Italy","ITA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Jamaica","JAM","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.5","7","7.1","7.2","7.5","7.8","8.4","9.1","9.6","9.7","9.9","10.2","10.2","9.8","9.7","9.4","9.3","8.7","","",
"Jordan","JOR","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.8","7.8","6.5","5.8","5.6","5.8","6.2","6.7","7","7.2","7.7","8.6","8.9","9","8.5","8.6","8.7","8.5","","",
"Japan","JPN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.7","2.7","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Kazakhstan","KAZ","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.6","6.7","7.2","7.5","7.4","6.4","5.1","4.3","4","3.6","3.2","2.8","2.8","2.5","2.5","2.5","2.5","2.5","","",
"Kenya","KEN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.4","33.8","35.1","32.2","28.7","26.3","27.1","26.9","26","24.6","24.1","23.2","22.2","21.5","22.3","23.4","23.7","23","","",
"Kyrgyz Republic","KGZ","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.3","13.3","11.1","9.1","9.1","9.8","10.5","9.9","9.1","8.4","8.3","8.2","7.2","6.5","6.1","6.3","6.4","6.4","","",
"Cambodia","KHM","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.7","21.3","19.5","18.6","17.1","15.8","15","14.6","14.4","14.2","14.2","13.6","14","14.7","15.7","15.4","15","14.5","","",
"Kiribati","KIR","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.4","4.5","4.9","4.9","5","5.1","5.5","5.6","5.4","5","4.5","4.3","3.7","3.2","2.6","2.6","2.8","3","","",
"St. Kitts and Nevis","KNA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.6","2.7","2.7","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Kuwait","KWT","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.7","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Latin America & Caribbean (excluding high income)","LAC","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.8604916454631","10.3929271529082","10.0042296419933","9.2954995338618","8.71883615157082","8.05498912825099","7.50187250645858","7.27041931044212","7.14739007366494","6.95587584367599","6.68412617466129","6.44680244283041","6.23381965746982","6.26266631295815","6.56601633866559","6.98004392008071","7.34230113886134","7.58695312276704","","",
"Lao PDR","LAO","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lebanon","LBN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.9","8.7","9.7","10.8","11","10.6","10","9.5","9.7","10.3","12.2","15","12.4","9.3","5.6","6.2","6.2","5.7","","",
"Liberia","LBR","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.7","38.2","37.7","36.6","35.9","35.3","34.5","33","32.4","32.2","33","33.3","35.6","37.1","38.8","38.8","38.4","37.5","","",
"Libya","LBY","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Lucia","LCA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & Caribbean","LCN","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.6737478349857","10.1993760741179","9.83180591460783","9.16259496428776","8.6078838972595","7.95545573503989","7.40566435877373","7.17975971488095","7.06078204517044","6.87015079962662","6.5931613197602","6.35108595460672","6.13970093284509","6.16201100838913","6.45138945133114","6.84691844760716","7.19215738400811","7.42842285210792","","",
"Least developed countries: UN classification","LDC","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.9465800874976","29.6906678896379","28.6667011986272","27.4778356205933","26.3312632391287","25.096246569108","24.1061259525987","23.0598121425687","22.2877547584637","21.6261002992156","21.1818419299145","20.8647963418205","20.2654960146414","19.8958256120026","19.5289976773519","19.4347338595779","19.3944386439207","19.4052134279821","","",
"Low income","LIC","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Liechtenstein","LIE","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17","16.5","16.3","15.7","14.8","14.2","12.9","12","11","10.4","9.7","8.9","8.8","8.8","8.7","8.3","7.8","7.6","","",
"Lower middle income","LMC","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.3443287674029","18.9296573894279","19.3557830880689","19.1634329153827","18.4544252260505","17.0904904330113","15.7038015810827","15.0508471305345","14.7967785007607","14.6053896347721","14.5048516269353","14.3836606639866","14.0642455962619","13.6258052173627","13.2384119349973","12.9786957209314","12.8115591594272","12.7138732687961","","",
"Low & middle income","LMY","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.2792894012314","15.2928773665081","15.2456711225853","14.7747782612116","14.187003552107","13.2703222111059","12.2971212254971","11.6563429780614","11.1528107692303","10.6498612697674","10.3489247358237","10.246679806203","10.0456920663473","9.87823955657398","9.74153875387158","9.7179107317097","9.70913617898744","9.7396318265028","","",
"Lesotho","LSO","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.2","18.6","17","15.5","13.8","12.9","12.5","12.4","12","11.7","11.6","11.9","15.5","22.7","36.8","37.4","37.9","32.6","","",
"Late-demographic dividend","LTE","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.4057648913662","9.74186986277403","9.10115335733034","8.26214709595275","7.71308315244299","7.12977396055541","6.37172563517252","5.69196123672362","5.03295276623766","4.30353802238084","3.91449445587537","3.82851132923765","3.78132852347348","3.72950336186296","3.68396986391853","3.6548929036596","3.63411027722241","3.6387250005297","","",
"Lithuania","LTU","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Luxembourg","LUX","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Latvia","LVA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.6","3.5","2.8","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Macao SAR, China","MAC","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.3","20.6","19.1","17.3","16","15.2","15","14.5","14.2","13.8","13.3","13.1","11.4","10.3","9.4","9.5","9.2","8.5","","",
"St. Martin (French part)","MAF","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.4","6","5.6","5.6","5.5","5.7","5.6","5.7","5.7","5.6","5.3","4.9","4.4","4.1","3.8","3.8","4","4.3","","",
"Monaco","MCO","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Madagascar","MDG","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.9","35.3","36.6","35.2","33.5","31.1","30.6","30.5","30.6","30","30.1","30.7","33.2","36.7","40.2","41.4","41.2","41.7","","",
"Maldives","MDV","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East & North Africa","MEA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.13479924412678","7.16955849563012","7.25363942839867","7.4429874332838","7.46931941924952","7.53828541814609","7.53710635451783","7.37539856738745","7.04193847871266","6.77308668032333","6.53047852498782","6.5546929402354","6.37443024044056","6.31507475827811","6.26327810578209","6.37428018039953","6.38425837351926","6.32308304103611","","",
"Mexico","MEX","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.3","3.7","4.3","4.6","4.5","4.1","4.1","4.5","4.8","4.8","4.6","4.3","4.1","4.6","5.6","6.4","6.7","7.1","","",
"Marshall Islands","MHL","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle income","MIC","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.0946094039889","14.1584125040526","14.1522415176505","13.710248087422","13.1341458165896","12.2111917719487","11.2204957484851","10.5871630026514","10.1085508459786","9.599817152846","9.29695153597908","9.18142378232926","9.01141475400357","8.84632763933926","8.71976882086745","8.65898925009826","8.62512168883123","8.63186422122994","","",
"North Macedonia","MKD","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.6","7.6","5.9","5.5","5","4.5","3.6","2.9","3.2","3.4","3.7","3.7","3.7","3.5","3.4","3.1","3.1","3.1","","",
"Mali","MLI","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.4","15.4","15.2","14.6","13.5","12","10.6","9.5","9","8.7","8.5","8","6.9","6.1","5.4","5.3","5.2","5.1","","",
"Malta","MLT","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Myanmar","MMR","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.7","34.8","32.5","30.3","27.9","24.9","21.3","18.5","15.9","14.2","12.7","12.1","12.8","13.6","13.9","13.5","13.7","14.1","","",
"Middle East & North Africa (excluding high income)","MNA","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.49466296225912","7.52715924243984","7.59958263867211","7.81114430378607","7.85597639981994","7.94787806510873","7.92404784223195","7.69840844093971","7.31246262431005","7.00427431088012","6.81505740645069","6.88098019761637","6.76308936427877","6.70962786046512","6.66336677844769","6.77893191881525","6.78308328518855","6.71309837053716","","",
"Montenegro","MNE","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","2.5","","",
"Mongolia","MNG","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.2","30.7","30.9","30.8","29.7","27.5","25.3","22.4","20.8","19.5","18.9","18","17","20.8","19.5","21.2","18.8","21.3","","",
"Northern Mariana Islands","MNP","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.6","35.3","34.2","34.2","33.4","32.5","30","28.8","25.9","24.2","22","21.1","22.9","26.7","31","32.9","32.9","32.6","","",
"Mauritania","MRT","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.4","8","8.4","8.7","9.6","8.9","8.2","7.4","7.3","7.4","7.2","7.1","7.1","7.9","9.6","10.8","11.7","11.9","","",
"Mauritius","MUS","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.8","5.6","5.4","5.3","5.1","5","5.3","5","4.9","4.7","5.3","5.7","5.8","5.4","5.8","5.4","5.5","5.3","","",
